YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER,ORIGIN,DEST,DEP_DEL15
2023,JAN,27,Friday,United Air Lines,PHX,IAH,0
2022,SEP,17,Saturday,American Airlines,MSY,PHL,0
2023,APR,19,Wednesday,Southwest Airlines,SMF,LAS,0
2023,APR,4,Tuesday,JetBlue Airways,JFK,BTV,0
2023,MAY,4,Thursday,Southwest Airlines,PHX,IND,1
2022,AUG,30,Tuesday,Southwest Airlines,SMF,DEN,0
2022,DEC,21,Wednesday,SkyWest Airlines,ATL,LFT,1
2023,FEB,16,Thursday,Delta Air Lines,SFO,MSP,0
2023,JUL,14,Friday,Delta Air Lines,BNA,ATL,0
2023,JAN,19,Thursday,American Airlines,CLT,AUS,0
2023,APR,14,Friday,Delta Air Lines,DEN,MSP,0
2023,JUN,10,Saturday,Southwest Airlines,BUR,PHX,0
2022,OCT,6,Thursday,Southwest Airlines,PHX,SAN,0
2022,OCT,11,Tuesday,Spirit Air Lines,SLC,LAX,0
2022,NOV,6,Sunday,American Airlines,CLT,SMF,0
2022,OCT,5,Wednesday,Southwest Airlines,BNA,DCA,0
2022,DEC,15,Thursday,Delta Air Lines,SLC,BWI,1
2022,AUG,17,Wednesday,Southwest Airlines,PIT,BWI,1
2022,NOV,15,Tuesday,American Airlines,PHL,AUS,0
2023,AUG,12,Saturday,SkyWest Airlines,MSP,GFK,0
2022,AUG,17,Wednesday,Delta Air Lines,ATL,LEX,0
2022,DEC,1,Thursday,American Airlines,DFW,DEN,0
2022,NOV,14,Monday,JetBlue Airways,SJU,EWR,1
2022,OCT,31,Monday,Alaska Airlines,MCO,SFO,0
2022,NOV,22,Tuesday,American Airlines,CLT,ALB,0
2022,NOV,8,Tuesday,American Airlines,DCA,MCO,0
2023,MAR,28,Tuesday,PSA Airlines,DSM,DCA,0
2022,DEC,4,Sunday,United Air Lines,LAX,HNL,0
2023,AUG,24,Thursday,United Air Lines,SFO,LAS,0
2022,OCT,31,Monday,American Airlines,PHX,RDU,0
2023,MAY,10,Wednesday,Southwest Airlines,ATL,RSW,1
2023,MAR,8,Wednesday,SkyWest Airlines,SFO,LAX,0
2023,AUG,14,Monday,American Airlines,JAX,AUS,0
2022,SEP,15,Thursday,Mesa Airlines,ORF,IAH,0
2023,MAY,10,Wednesday,Southwest Airlines,CLE,MDW,0
2023,MAR,10,Friday,Alaska Airlines,EWR,PDX,0
2022,AUG,13,Saturday,Spirit Air Lines,IAH,LAX,0
2022,AUG,4,Thursday,Endeavor Air,CVG,EWR,0
2022,DEC,20,Tuesday,American Airlines,CLT,FLL,0
2023,JUN,7,Wednesday,Southwest Airlines,MEM,MCO,1
2023,AUG,6,Sunday,Southwest Airlines,FLL,BNA,1
2023,MAY,3,Wednesday,Southwest Airlines,SJU,FLL,0
2022,DEC,20,Tuesday,Delta Air Lines,BOS,LAX,1
2022,DEC,29,Thursday,Alaska Airlines,WRG,KTN,0
2023,MAR,22,Wednesday,Southwest Airlines,LGB,LAS,1
2022,SEP,29,Thursday,American Airlines,ORD,JAC,1
2023,FEB,6,Monday,Southwest Airlines,DAL,ORD,0
2023,FEB,9,Thursday,United Air Lines,EWR,IAH,0
2023,JUN,13,Tuesday,Delta Air Lines,SRQ,ATL,0
2022,SEP,8,Thursday,Delta Air Lines,CHS,ATL,0
2023,MAR,23,Thursday,Spirit Air Lines,FLL,LGA,0
2022,AUG,21,Sunday,United Air Lines,DFW,ORD,0
2023,JUN,29,Thursday,Southwest Airlines,ONT,SMF,1
2023,JAN,13,Friday,Delta Air Lines,BOS,LGA,1
2022,DEC,22,Thursday,United Air Lines,DEN,BOS,1
2022,AUG,5,Friday,American Airlines,MIA,STX,0
2023,MAR,27,Monday,American Airlines,SJC,DFW,0
2023,JUN,6,Tuesday,American Airlines,JAX,DFW,0
2022,DEC,24,Saturday,United Air Lines,LAS,ORD,0
2022,SEP,8,Thursday,Southwest Airlines,STL,BWI,0
2022,AUG,22,Monday,Delta Air Lines,IAD,SEA,1
2023,JAN,20,Friday,JetBlue Airways,DCA,BOS,0
2023,JAN,13,Friday,SkyWest Airlines,DFW,BTR,0
2023,APR,26,Wednesday,American Airlines,SAN,CLT,0
2023,MAY,14,Sunday,American Airlines,ORD,PHX,1
2023,JUL,9,Sunday,SkyWest Airlines,DEN,SLC,0
2022,OCT,12,Wednesday,Southwest Airlines,LAS,SAN,0
2023,AUG,8,Tuesday,American Airlines,CLT,RDU,1
2023,FEB,7,Tuesday,United Air Lines,MEM,IAH,0
2022,AUG,10,Wednesday,JetBlue Airways,LGA,BOS,0
2023,MAR,5,Sunday,American Airlines,LAX,PHL,0
2023,MAR,14,Tuesday,Southwest Airlines,SEA,SMF,0
2023,JUN,18,Sunday,SkyWest Airlines,SBP,SFO,0
2022,NOV,7,Monday,Spirit Air Lines,FLL,IAH,1
2023,JAN,1,Sunday,Southwest Airlines,DAL,DEN,0
2023,MAR,9,Thursday,United Air Lines,IAH,MCI,1
2022,DEC,10,Saturday,Southwest Airlines,BWI,DAL,1
2022,DEC,1,Thursday,Delta Air Lines,ATL,MCO,0
2023,APR,3,Monday,United Air Lines,DEN,ONT,0
2022,SEP,22,Thursday,United Air Lines,IAH,LAX,0
2022,OCT,21,Friday,American Airlines,MIA,CLT,0
2023,JAN,30,Monday,Alaska Airlines,SEA,CMH,0
2023,JUN,18,Sunday,Southwest Airlines,ORD,BNA,1
2022,SEP,23,Friday,Southwest Airlines,PHX,MDW,1
2023,AUG,7,Monday,Delta Air Lines,MSP,CLE,0
2023,MAR,13,Monday,PSA Airlines,CLT,ILM,0
2022,OCT,23,Sunday,Delta Air Lines,SAT,ATL,0
2023,JUN,21,Wednesday,Southwest Airlines,MCO,CMH,0
2023,MAR,24,Friday,American Airlines,BOS,DFW,0
2022,AUG,7,Sunday,Delta Air Lines,ATL,GSP,0
2023,AUG,28,Monday,Southwest Airlines,BWI,MIA,0
2023,JUN,15,Thursday,SkyWest Airlines,JFK,MKE,0
2022,NOV,21,Monday,JetBlue Airways,MCO,JFK,0
2022,NOV,4,Friday,American Airlines,CLT,CLE,0
2023,JUN,6,Tuesday,Delta Air Lines,CHS,ATL,0
2023,MAR,22,Wednesday,Southwest Airlines,LAS,STL,1
2023,JAN,20,Friday,Delta Air Lines,JFK,FLL,1
2022,SEP,8,Thursday,American Airlines,IAH,DFW,0
2023,JAN,28,Saturday,SkyWest Airlines,SEA,EUG,0
2023,MAY,4,Thursday,Spirit Air Lines,MSY,DFW,0
2022,OCT,18,Tuesday,Delta Air Lines,BUF,DTW,0
2023,MAY,30,Tuesday,Alaska Airlines,IAH,SEA,0
2023,MAR,10,Friday,SkyWest Airlines,PHX,FLG,0
2022,SEP,17,Saturday,Delta Air Lines,ATL,BWI,0
2022,NOV,8,Tuesday,Alaska Airlines,AUS,SJC,0
2023,FEB,21,Tuesday,Republic Airline,ORD,MCI,0
2023,APR,8,Saturday,JetBlue Airways,BOS,JFK,0
2023,APR,27,Thursday,SkyWest Airlines,DEN,SLN,0
2023,MAY,26,Friday,Southwest Airlines,DAL,MCI,0
2023,JUN,4,Sunday,Delta Air Lines,OMA,ATL,0
2022,SEP,18,Sunday,Mesa Airlines,SLC,IAH,0
2022,NOV,19,Saturday,Republic Airline,DCA,IND,0
2022,AUG,8,Monday,American Airlines,ORD,MIA,1
2022,NOV,23,Wednesday,JetBlue Airways,SJU,FLL,0
2022,NOV,19,Saturday,American Airlines,ORD,EWR,0
2022,NOV,10,Thursday,Republic Airline,STL,DCA,0
2022,DEC,1,Thursday,SkyWest Airlines,DEN,DRO,1
2022,DEC,23,Friday,Southwest Airlines,ROC,BWI,0
2023,JAN,18,Wednesday,United Air Lines,CHS,IAH,0
2022,AUG,20,Saturday,Southwest Airlines,TPA,PVD,1
2023,FEB,11,Saturday,American Airlines,CMH,CLT,1
2023,APR,29,Saturday,Delta Air Lines,FLL,ATL,1
2023,JUL,19,Wednesday,Spirit Air Lines,MIA,EWR,0
2022,NOV,21,Monday,PSA Airlines,GSP,PHL,0
2023,APR,13,Thursday,Spirit Air Lines,LAX,BNA,0
2023,JUL,10,Monday,United Air Lines,MSP,ORD,1
2022,DEC,16,Friday,Allegiant Air,LEX,FLL,1
2023,AUG,12,Saturday,Republic Airline,DCA,SYR,1
2022,NOV,1,Tuesday,Envoy Air,AVL,DFW,0
2022,DEC,9,Friday,Delta Air Lines,ATL,MEM,0
2022,NOV,29,Tuesday,United Air Lines,EWR,DEN,0
2023,JUL,8,Saturday,JetBlue Airways,FLL,ATL,1
2023,JUN,24,Saturday,Delta Air Lines,AVL,ATL,0
2022,OCT,10,Monday,United Air Lines,ORD,SYR,1
2023,AUG,3,Thursday,Delta Air Lines,ATL,ILM,1
2023,JUN,7,Wednesday,Delta Air Lines,ATL,PVD,0
2022,DEC,26,Monday,Southwest Airlines,HOU,SAV,1
2023,MAR,23,Thursday,SkyWest Airlines,LIT,ORD,0
2023,JAN,12,Thursday,American Airlines,CLT,BNA,1
2023,JUL,3,Monday,Alaska Airlines,SEA,PDX,0
2022,SEP,27,Tuesday,American Airlines,MSY,MIA,0
2023,MAR,4,Saturday,United Air Lines,ELP,DEN,0
2023,FEB,18,Saturday,Republic Airline,ORD,TUL,0
2023,MAR,1,Wednesday,American Airlines,ORD,SNA,0
2023,FEB,22,Wednesday,Delta Air Lines,LAX,IAH,0
2022,NOV,23,Wednesday,SkyWest Airlines,IAH,OKC,1
2022,DEC,15,Thursday,Delta Air Lines,IND,DTW,0
2023,JUL,1,Saturday,Delta Air Lines,ORF,ATL,1
2022,AUG,23,Tuesday,Delta Air Lines,DEN,SLC,0
2023,APR,11,Tuesday,Spirit Air Lines,SDF,LAS,0
2023,MAR,27,Monday,United Air Lines,EWR,RDU,0
2023,MAR,29,Wednesday,SkyWest Airlines,DEN,RDM,0
2023,AUG,5,Saturday,United Air Lines,LGA,ORD,0
2022,NOV,4,Friday,United Air Lines,SYR,ORD,0
2022,DEC,30,Friday,Delta Air Lines,ATL,SLC,1
2022,SEP,25,Sunday,SkyWest Airlines,CLE,MSP,0
2022,SEP,19,Monday,Endeavor Air,CLE,LGA,0
2023,MAY,19,Friday,Alaska Airlines,DTW,SEA,0
2023,JAN,12,Thursday,American Airlines,DTW,DFW,1
2023,AUG,25,Friday,Endeavor Air,CAE,ATL,0
2022,AUG,13,Saturday,American Airlines,DFW,EGE,1
2023,JAN,16,Monday,Delta Air Lines,MCO,LGA,0
2023,MAR,8,Wednesday,Envoy Air,TYS,MIA,0
2022,DEC,1,Thursday,JetBlue Airways,JFK,MIA,1
2023,JAN,23,Monday,Southwest Airlines,MDW,LAX,0
2023,JUL,7,Friday,United Air Lines,SFO,BNA,0
2023,FEB,10,Friday,American Airlines,LAS,DFW,0
2023,FEB,24,Friday,American Airlines,DFW,BZN,1
2023,AUG,24,Thursday,PSA Airlines,DCA,CAE,0
2023,FEB,14,Tuesday,JetBlue Airways,FLL,BOS,0
2023,APR,26,Wednesday,SkyWest Airlines,STL,ORD,0
2023,JUN,27,Tuesday,Delta Air Lines,ATL,VPS,1
2022,SEP,16,Friday,Republic Airline,LGA,BOS,0
2022,DEC,19,Monday,United Air Lines,IAH,RIC,1
2023,JUN,28,Wednesday,American Airlines,LAX,DFW,0
2022,OCT,5,Wednesday,Delta Air Lines,SEA,SLC,0
2023,JAN,14,Saturday,American Airlines,GEG,DFW,0
2023,JUL,1,Saturday,SkyWest Airlines,GTF,SEA,0
2022,OCT,16,Sunday,Southwest Airlines,SAN,SJC,0
2022,SEP,27,Tuesday,Delta Air Lines,BNA,LAX,0
2022,SEP,14,Wednesday,Alaska Airlines,BUR,SEA,0
2022,AUG,29,Monday,Frontier Airlines,LAS,DEN,1
2022,OCT,10,Monday,Southwest Airlines,ICT,STL,0
2023,FEB,16,Thursday,Southwest Airlines,DAL,RDU,1
2022,SEP,19,Monday,Delta Air Lines,BHM,ATL,1
2023,JUL,13,Thursday,United Air Lines,BWI,SFO,0
2023,MAY,10,Wednesday,Republic Airline,LGA,CMH,0
2022,AUG,21,Sunday,United Air Lines,LAX,IAH,0
2022,AUG,6,Saturday,Southwest Airlines,OMA,MDW,1
2022,DEC,26,Monday,Horizon Air,ANC,FAI,0
2023,JAN,21,Saturday,United Air Lines,MCO,LAX,0
2022,OCT,17,Monday,PSA Airlines,PWM,DCA,1
2022,AUG,16,Tuesday,Southwest Airlines,DAL,TUL,0
2022,OCT,14,Friday,Allegiant Air,ATW,SRQ,0
2022,SEP,29,Thursday,Southwest Airlines,DEN,SAN,1
2023,MAY,8,Monday,Delta Air Lines,SEA,SMF,0
2023,MAY,10,Wednesday,Endeavor Air,ATL,GTR,0
2022,OCT,31,Monday,SkyWest Airlines,DFW,YUM,0
2022,AUG,12,Friday,Southwest Airlines,LGB,LAS,1
2023,MAY,17,Wednesday,Frontier Airlines,SLC,ATL,0
2023,JAN,13,Friday,Southwest Airlines,RSW,DAL,1
2023,JUL,19,Wednesday,Southwest Airlines,OGG,OAK,0
2023,JUN,25,Sunday,SkyWest Airlines,PIA,ORD,0
2023,AUG,10,Thursday,SkyWest Airlines,LAX,RNO,0
2023,MAY,28,Sunday,SkyWest Airlines,MFE,IAH,0
2022,NOV,3,Thursday,Delta Air Lines,MCO,ATL,0
2022,OCT,15,Saturday,United Air Lines,LAX,LIH,1
2022,DEC,2,Friday,United Air Lines,IAD,RDU,0
2023,AUG,3,Thursday,Envoy Air,AUS,MIA,0
2022,DEC,15,Thursday,SkyWest Airlines,APN,PLN,1
2022,AUG,1,Monday,Southwest Airlines,MDW,MCO,1
2023,APR,3,Monday,Alaska Airlines,SEA,JNU,0
2022,AUG,4,Thursday,United Air Lines,SMF,ORD,0
2023,MAR,8,Wednesday,Delta Air Lines,ATL,MYR,1
2023,AUG,21,Monday,Delta Air Lines,LGA,ATL,0
2023,JUL,21,Friday,Delta Air Lines,ATL,ORF,1
2023,FEB,20,Monday,Hawaiian Airlines,KOA,HNL,0
2023,JAN,22,Sunday,Envoy Air,ATL,ORD,0
2023,JAN,30,Monday,United Air Lines,DEN,PDX,0
2023,JUN,28,Wednesday,Southwest Airlines,BLI,OAK,1
2023,APR,27,Thursday,Endeavor Air,AUS,CVG,0
2023,JUN,2,Friday,Southwest Airlines,PHX,MCI,0
2022,SEP,4,Sunday,SkyWest Airlines,PSP,DEN,0
2023,MAY,21,Sunday,Envoy Air,TUL,DFW,0
2023,MAR,10,Friday,Delta Air Lines,SLC,MCO,0
2022,DEC,27,Tuesday,SkyWest Airlines,RAP,DEN,1
2022,OCT,10,Monday,Delta Air Lines,LGA,DFW,0
2022,AUG,19,Friday,Republic Airline,EWR,BUF,0
2022,SEP,17,Saturday,Spirit Air Lines,ORD,MCO,1
2023,FEB,13,Monday,Delta Air Lines,LIT,ATL,0
2023,JUN,22,Thursday,American Airlines,CLT,CLE,0
2023,JAN,20,Friday,JetBlue Airways,BOS,PIT,0
2022,OCT,21,Friday,American Airlines,SEA,PHX,1
2022,NOV,5,Saturday,Allegiant Air,RFD,PGD,0
2023,MAR,11,Saturday,Delta Air Lines,ATL,DTW,0
2022,DEC,6,Tuesday,Republic Airline,LGA,STL,0
2023,MAY,21,Sunday,American Airlines,SAN,ORD,0
2023,MAR,22,Wednesday,Southwest Airlines,LAX,LAS,0
2023,JAN,4,Wednesday,PSA Airlines,DCA,HPN,0
2023,FEB,22,Wednesday,Delta Air Lines,SEA,SJC,0
2023,AUG,6,Sunday,Envoy Air,DFW,COU,0
2023,JUN,25,Sunday,Endeavor Air,RDU,JFK,0
2023,JAN,24,Tuesday,United Air Lines,IAD,BOS,0
2023,MAR,10,Friday,Delta Air Lines,CLT,DTW,1
2023,JAN,12,Thursday,Alaska Airlines,OME,OTZ,0
2022,DEC,12,Monday,United Air Lines,ORD,SEA,0
2022,DEC,7,Wednesday,Southwest Airlines,LAX,PHX,0
2023,FEB,13,Monday,SkyWest Airlines,ORD,FSD,0
2023,MAR,31,Friday,American Airlines,DFW,SEA,0
2023,AUG,20,Sunday,American Airlines,OMA,CLT,0
2022,NOV,16,Wednesday,JetBlue Airways,JFK,BUF,0
2022,NOV,6,Sunday,Southwest Airlines,BWI,PBI,1
2023,JUL,21,Friday,United Air Lines,DEN,DCA,1
2023,MAR,20,Monday,Southwest Airlines,PHX,SAT,0
2023,APR,12,Wednesday,United Air Lines,LAS,DEN,1
2023,MAY,8,Monday,Delta Air Lines,JFK,LAX,0
2022,DEC,14,Wednesday,Spirit Air Lines,FLL,SJU,0
2023,AUG,13,Sunday,Southwest Airlines,MCO,IND,0
2023,JAN,10,Tuesday,American Airlines,ORD,CLT,0
2023,MAR,22,Wednesday,Southwest Airlines,STL,DEN,0
2023,AUG,29,Tuesday,Republic Airline,IAD,PWM,0
2022,AUG,2,Tuesday,Republic Airline,LGA,MCI,0
2022,NOV,2,Wednesday,Southwest Airlines,ATL,MEM,1
2023,JUL,10,Monday,American Airlines,CLT,SDF,0
2023,JUL,26,Wednesday,Spirit Air Lines,SDF,LAX,0
2023,APR,16,Sunday,Southwest Airlines,BUR,DEN,1
2022,AUG,19,Friday,Southwest Airlines,PWM,BWI,0
2022,NOV,19,Saturday,Southwest Airlines,BWI,ECP,0
2022,AUG,12,Friday,Frontier Airlines,PHL,BOS,0
2022,SEP,20,Tuesday,United Air Lines,AUS,SFO,0
2022,OCT,3,Monday,United Air Lines,DEN,SFO,0
2023,JAN,4,Wednesday,American Airlines,IAH,DFW,1
2022,SEP,22,Thursday,American Airlines,SJU,MIA,0
2022,NOV,22,Tuesday,Delta Air Lines,ATL,RDU,0
2023,JUL,23,Sunday,Southwest Airlines,LAX,SLC,0
2023,JUL,6,Thursday,American Airlines,LAX,PHL,0
2023,AUG,10,Thursday,Delta Air Lines,SAN,ATL,0
2023,JUN,17,Saturday,Alaska Airlines,SEA,MCO,1
2022,NOV,21,Monday,SkyWest Airlines,ORD,ELP,0
2022,NOV,2,Wednesday,American Airlines,MCO,CLT,0
2022,OCT,28,Friday,Southwest Airlines,MCO,AUS,0
2023,JAN,6,Friday,Delta Air Lines,SLC,MCO,0
2023,FEB,13,Monday,United Air Lines,IAH,PBI,0
2022,AUG,9,Tuesday,PSA Airlines,PHL,GSP,1
2022,NOV,3,Thursday,Southwest Airlines,MCI,DAL,0
2022,SEP,10,Saturday,American Airlines,PHX,CLT,0
2023,APR,4,Tuesday,Delta Air Lines,LAS,ATL,0
2022,NOV,19,Saturday,Mesa Airlines,PHX,DRO,0
2023,APR,27,Thursday,SkyWest Airlines,COS,IAH,0
2023,MAR,15,Wednesday,PSA Airlines,CLT,CHA,0
2023,AUG,7,Monday,Delta Air Lines,MSP,IND,0
2023,JAN,18,Wednesday,Endeavor Air,RDU,LGA,0
2023,JAN,29,Sunday,Southwest Airlines,LAS,MSY,0
2022,DEC,21,Wednesday,Delta Air Lines,MCO,ATL,0
2023,JUL,11,Tuesday,JetBlue Airways,MCO,SJU,1
2023,AUG,13,Sunday,Southwest Airlines,OAK,PDX,0
2023,AUG,6,Sunday,United Air Lines,LIH,LAX,0
2023,MAR,13,Monday,United Air Lines,PHX,EWR,1
2022,SEP,18,Sunday,SkyWest Airlines,PDX,SBA,0
2023,MAR,9,Thursday,Allegiant Air,USA,PIE,0
2023,FEB,28,Tuesday,PSA Airlines,CLT,BHM,0
2022,DEC,10,Saturday,American Airlines,MSP,CLT,0
2023,FEB,8,Wednesday,Republic Airline,TYS,ORD,0
2023,MAY,7,Sunday,Delta Air Lines,DSM,ATL,0
2022,AUG,25,Thursday,Alaska Airlines,PDX,LAX,0
2023,JUL,31,Monday,United Air Lines,DEN,DSM,1
2022,NOV,1,Tuesday,Hawaiian Airlines,HNL,SEA,1
2023,MAR,9,Thursday,American Airlines,DFW,MIA,0
2022,OCT,5,Wednesday,Southwest Airlines,SAN,MDW,0
2022,SEP,24,Saturday,SkyWest Airlines,SFO,SNA,0
2022,OCT,22,Saturday,Hawaiian Airlines,HNL,OGG,0
2023,JUL,4,Tuesday,Southwest Airlines,BWI,PWM,0
2023,JUL,5,Wednesday,Delta Air Lines,ATL,TYS,0
2023,JUL,12,Wednesday,Republic Airline,EWR,PIT,1
2023,FEB,10,Friday,Southwest Airlines,PHX,HOU,0
2022,OCT,5,Wednesday,PSA Airlines,CLT,BTR,0
2023,JAN,3,Tuesday,SkyWest Airlines,SLC,SUN,0
2023,MAY,5,Friday,PSA Airlines,CLT,DAY,0
2023,MAY,15,Monday,Southwest Airlines,DAL,LIT,1
2022,SEP,25,Sunday,United Air Lines,IAD,BOS,0
2023,APR,14,Friday,PSA Airlines,DCA,BTV,0
2022,NOV,15,Tuesday,Delta Air Lines,BOS,DFW,0
2022,SEP,17,Saturday,SkyWest Airlines,LSE,MSP,0
2023,JAN,23,Monday,Republic Airline,IAD,LGA,0
2022,DEC,12,Monday,Alaska Airlines,HNL,SFO,1
2022,NOV,1,Tuesday,United Air Lines,CLE,EWR,0
2022,AUG,1,Monday,Southwest Airlines,CMH,BWI,1
2023,MAY,25,Thursday,Southwest Airlines,SNA,LAS,0
2022,DEC,4,Sunday,Delta Air Lines,MEM,LAX,0
2023,JAN,10,Tuesday,Southwest Airlines,LAS,SMF,0
2023,JUN,18,Sunday,Alaska Airlines,ANC,SEA,1
2022,OCT,23,Sunday,SkyWest Airlines,ELP,LAX,0
2022,NOV,26,Saturday,United Air Lines,LAX,DEN,0
2022,DEC,13,Tuesday,American Airlines,CLT,ILM,1
2022,SEP,30,Friday,American Airlines,PHL,MCO,0
2022,OCT,31,Monday,Endeavor Air,CID,MSP,0
2022,NOV,10,Thursday,SkyWest Airlines,DEN,TUS,1
2022,DEC,10,Saturday,Delta Air Lines,DTW,PIT,0
2022,OCT,8,Saturday,Alaska Airlines,SEA,GEG,0
2022,OCT,1,Saturday,United Air Lines,LAX,SFO,0
2022,AUG,12,Friday,Southwest Airlines,BWI,BUF,1
2023,MAY,13,Saturday,Southwest Airlines,JAX,BWI,0
2022,NOV,15,Tuesday,SkyWest Airlines,SFO,GEG,0
2022,AUG,2,Tuesday,Endeavor Air,ATL,BQK,0
2022,DEC,13,Tuesday,Southwest Airlines,LGA,DAL,1
2023,JUL,12,Wednesday,Delta Air Lines,SLC,JAC,0
2022,SEP,10,Saturday,Republic Airline,BOS,DCA,0
2022,OCT,31,Monday,Frontier Airlines,DEN,DCA,1
2022,SEP,5,Monday,SkyWest Airlines,ICT,DEN,0
2023,MAY,6,Saturday,Delta Air Lines,ATL,LAS,0
2023,JUL,18,Tuesday,Delta Air Lines,RNO,SLC,0
2022,NOV,14,Monday,JetBlue Airways,SAN,JFK,0
2023,MAR,3,Friday,Alaska Airlines,RNO,PDX,0
2023,MAR,31,Friday,SkyWest Airlines,MSP,OMA,0
2023,MAY,4,Thursday,Delta Air Lines,MSP,GRR,0
2023,JUN,28,Wednesday,Delta Air Lines,DAB,ATL,0
2022,OCT,25,Tuesday,Delta Air Lines,CLT,DTW,0
2022,AUG,14,Sunday,SkyWest Airlines,LAX,ABQ,0
2022,OCT,21,Friday,Frontier Airlines,LAS,BNA,0
2022,AUG,24,Wednesday,Endeavor Air,ACK,JFK,0
2023,JAN,25,Wednesday,Frontier Airlines,PDX,DEN,0
2022,SEP,7,Wednesday,Horizon Air,GEG,SEA,0
2023,MAY,29,Monday,United Air Lines,BWI,IAH,0
2023,MAR,19,Sunday,Delta Air Lines,MSP,ATL,1
2023,AUG,29,Tuesday,Southwest Airlines,DAL,IAH,0
2022,SEP,14,Wednesday,Delta Air Lines,PHL,MSP,0
2022,NOV,29,Tuesday,American Airlines,MEM,CLT,0
2023,MAR,5,Sunday,Allegiant Air,PIT,BNA,0
2023,MAR,22,Wednesday,SkyWest Airlines,SFO,PDX,1
2023,AUG,21,Monday,Frontier Airlines,DEN,ELP,1
2023,MAY,4,Thursday,Southwest Airlines,BWI,MKE,0
2022,DEC,29,Thursday,Spirit Air Lines,MCO,LGA,0
2023,FEB,25,Saturday,JetBlue Airways,BOS,CHS,1
2022,AUG,5,Friday,Delta Air Lines,SJC,MSP,0
2023,AUG,26,Saturday,United Air Lines,DFW,ORD,0
2022,DEC,1,Thursday,Republic Airline,LGA,DCA,0
2022,OCT,19,Wednesday,American Airlines,AUS,DFW,0
2023,FEB,12,Sunday,American Airlines,DFW,TPA,0
2023,FEB,12,Sunday,United Air Lines,SFO,SAT,0
2023,JUL,12,Wednesday,American Airlines,COS,DFW,0
2023,APR,22,Saturday,Alaska Airlines,HNL,SFO,0
2022,AUG,30,Tuesday,Southwest Airlines,LAS,RNO,0
2022,OCT,29,Saturday,JetBlue Airways,MCO,SYR,0
2023,APR,26,Wednesday,JetBlue Airways,HPN,FLL,0
2022,AUG,14,Sunday,Southwest Airlines,DEN,FAT,0
2023,MAR,1,Wednesday,Delta Air Lines,SAN,ATL,1
2022,SEP,25,Sunday,American Airlines,PDX,DFW,0
2023,JAN,18,Wednesday,Southwest Airlines,HOU,ELP,0
2023,AUG,30,Wednesday,PSA Airlines,DCA,HSV,0
2023,JAN,2,Monday,Southwest Airlines,STL,MDW,1
2022,SEP,27,Tuesday,Delta Air Lines,LGA,MSY,0
2023,JAN,31,Tuesday,SkyWest Airlines,LAX,PHX,0
2023,MAR,4,Saturday,SkyWest Airlines,ORD,GSO,0
2023,JAN,31,Tuesday,American Airlines,RDU,CLT,0
2023,FEB,8,Wednesday,United Air Lines,HNL,EWR,0
2022,OCT,17,Monday,American Airlines,CLT,BOS,0
2023,JAN,15,Sunday,Spirit Air Lines,MSY,LAX,0
2023,MAR,6,Monday,Republic Airline,LGA,CVG,0
2022,DEC,29,Thursday,American Airlines,CLT,GRR,0
2023,AUG,21,Monday,United Air Lines,DTW,ORD,0
2022,NOV,7,Monday,American Airlines,RDU,DFW,0
2023,MAY,31,Wednesday,Delta Air Lines,MCO,LGA,0
2022,SEP,3,Saturday,Alaska Airlines,SEA,KOA,0
2023,JUN,15,Thursday,PSA Airlines,PHL,BHM,0
2023,AUG,8,Tuesday,SkyWest Airlines,SFO,PSP,0
2023,FEB,4,Saturday,Frontier Airlines,CLT,MCO,1
2023,JUN,6,Tuesday,Spirit Air Lines,IAH,ATL,0
2023,JAN,29,Sunday,Delta Air Lines,LAX,PDX,0
2023,FEB,23,Thursday,Southwest Airlines,SAN,OAK,0
2023,AUG,20,Sunday,American Airlines,AUS,LAS,1
2022,DEC,7,Wednesday,United Air Lines,EWR,MCO,0
2023,JAN,29,Sunday,United Air Lines,BNA,EWR,0
2023,APR,12,Wednesday,Allegiant Air,PIE,PSM,0
2022,AUG,21,Sunday,Delta Air Lines,LAX,MSY,0
2023,JAN,24,Tuesday,Spirit Air Lines,FLL,RIC,0
2022,NOV,28,Monday,American Airlines,RIC,CLT,1
2023,JUL,8,Saturday,Republic Airline,EWR,PWM,1
2022,DEC,21,Wednesday,SkyWest Airlines,SEA,EUG,0
2022,AUG,16,Tuesday,JetBlue Airways,FLL,SFO,0
2022,SEP,23,Friday,SkyWest Airlines,PDX,LAX,0
2022,AUG,13,Saturday,Southwest Airlines,SAN,SJC,1
2022,OCT,26,Wednesday,Frontier Airlines,DFW,DEN,0
2023,JUL,21,Friday,Southwest Airlines,DEN,ABQ,1
2023,APR,25,Tuesday,American Airlines,MIA,JAX,1
2023,JUN,28,Wednesday,JetBlue Airways,BDL,MCO,1
2022,AUG,18,Thursday,Southwest Airlines,PHX,ONT,0
2023,MAR,28,Tuesday,United Air Lines,IAH,ORD,1
2023,JUL,29,Saturday,Delta Air Lines,TPA,BOS,0
2022,OCT,10,Monday,SkyWest Airlines,OAK,PDX,0
2023,MAR,7,Tuesday,Alaska Airlines,SEA,SMF,0
2022,NOV,4,Friday,Southwest Airlines,BUR,AUS,0
2023,AUG,1,Tuesday,SkyWest Airlines,SFO,SNA,0
