YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,DEP_DEL15,ARR_DEL15
2023,MAY,4,Thursday,Southwest Airlines,ATL,"Atlanta, GA",BWI,"Baltimore, MD",0,0
2023,JUL,23,Sunday,Delta Air Lines,BOS,"Boston, MA",MSP,"Minneapolis, MN",0,0
2023,AUG,24,Thursday,Republic Airline,EWR,"Newark, NJ",AVL,"Asheville, NC",0,0
2023,JUL,9,Sunday,Southwest Airlines,HNL,"Honolulu, HI",SJC,"San Jose, CA",0,0
2023,MAY,6,Saturday,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL",EWR,"Newark, NJ",0,0
2022,DEC,24,Saturday,American Airlines,RDU,"Raleigh/Durham, NC",ORD,"Chicago, IL",1,1
2023,JUL,19,Wednesday,Delta Air Lines,LAX,"Los Angeles, CA",BOS,"Boston, MA",0,0
2022,SEP,8,Thursday,Southwest Airlines,HNL,"Honolulu, HI",OGG,"Kahului, HI",0,0
2023,JUL,12,Wednesday,American Airlines,CLT,"Charlotte, NC",PHL,"Philadelphia, PA",1,1
2023,FEB,14,Tuesday,Southwest Airlines,ATL,"Atlanta, GA",SAT,"San Antonio, TX",0,0
2023,JUN,27,Tuesday,JetBlue Airways,ACK,"Nantucket, MA",JFK,"New York, NY",1,1
2022,OCT,26,Wednesday,American Airlines,LAS,"Las Vegas, NV",PHX,"Phoenix, AZ",0,0
2023,APR,19,Wednesday,PSA Airlines,DCA,"Washington, DC",ILM,"Wilmington, NC",0,0
2022,AUG,5,Friday,Southwest Airlines,MKE,"Milwaukee, WI",STL,"St. Louis, MO",1,1
2023,JUN,14,Wednesday,SkyWest Airlines,SGF,"Springfield, MO",ORD,"Chicago, IL",0,0
2023,JUL,17,Monday,Frontier Airlines,TTN,"Trenton, NJ",MCO,"Orlando, FL",0,0
2022,AUG,7,Sunday,American Airlines,PHL,"Philadelphia, PA",DFW,"Dallas/Fort Worth, TX",0,0
2023,MAY,21,Sunday,Delta Air Lines,MCO,"Orlando, FL",ATL,"Atlanta, GA",0,0
2023,JUL,28,Friday,Allegiant Air,PVU,"Provo, UT",LAS,"Las Vegas, NV",0,0
2022,NOV,8,Tuesday,American Airlines,CLT,"Charlotte, NC",PIT,"Pittsburgh, PA",0,0
2023,JUN,24,Saturday,SkyWest Airlines,EVV,"Evansville, IN",DFW,"Dallas/Fort Worth, TX",1,0
2023,AUG,23,Wednesday,American Airlines,MFE,"Mission/McAllen/Edinburg, TX",DFW,"Dallas/Fort Worth, TX",0,0
2023,APR,28,Friday,American Airlines,MIA,"Miami, FL",BDL,"Hartford, CT",0,0
2022,DEC,8,Thursday,United Air Lines,EWR,"Newark, NJ",PBI,"West Palm Beach/Palm Beach, FL",0,0
2023,MAY,31,Wednesday,Delta Air Lines,BNA,"Nashville, TN",MSP,"Minneapolis, MN",0,0
2023,APR,17,Monday,SkyWest Airlines,SEA,"Seattle, WA",BLI,"Bellingham, WA",0,0
2023,APR,17,Monday,Southwest Airlines,RNO,"Reno, NV",LAS,"Las Vegas, NV",0,0
2022,AUG,15,Monday,SkyWest Airlines,RIC,"Richmond, VA",DTW,"Detroit, MI",1,1
2022,NOV,11,Friday,Delta Air Lines,OKC,"Oklahoma City, OK",ATL,"Atlanta, GA",0,0
2022,AUG,6,Saturday,PSA Airlines,CLT,"Charlotte, NC",MYR,"Myrtle Beach, SC",0,0
2022,DEC,6,Tuesday,Endeavor Air,JFK,"New York, NY",MKE,"Milwaukee, WI",0,0
2023,MAY,27,Saturday,Delta Air Lines,SAN,"San Diego, CA",ATL,"Atlanta, GA",1,1
2023,MAY,27,Saturday,Endeavor Air,FAY,"Fayetteville, NC",ATL,"Atlanta, GA",0,0
2023,MAR,23,Thursday,Allegiant Air,GRR,"Grand Rapids, MI",LAS,"Las Vegas, NV",0,1
2022,AUG,22,Monday,SkyWest Airlines,PSC,"Pasco/Kennewick/Richland, WA",SFO,"San Francisco, CA",0,0
2022,OCT,9,Sunday,Delta Air Lines,MSN,"Madison, WI",ATL,"Atlanta, GA",0,0
2023,AUG,16,Wednesday,SkyWest Airlines,SAN,"San Diego, CA",SFO,"San Francisco, CA",0,0
2023,MAY,9,Tuesday,Delta Air Lines,DTW,"Detroit, MI",SEA,"Seattle, WA",0,0
2022,OCT,22,Saturday,Endeavor Air,ATL,"Atlanta, GA",BQK,"Brunswick, GA",0,0
2023,JUN,23,Friday,SkyWest Airlines,GEG,"Spokane, WA",LAX,"Los Angeles, CA",1,1
2023,JUN,20,Tuesday,United Air Lines,MSY,"New Orleans, LA",IAH,"Houston, TX",0,0
2023,FEB,12,Sunday,American Airlines,SAN,"San Diego, CA",MIA,"Miami, FL",0,0
2023,JUL,16,Sunday,Southwest Airlines,DEN,"Denver, CO",BOI,"Boise, ID",1,1
2023,AUG,16,Wednesday,Envoy Air,DFW,"Dallas/Fort Worth, TX",SJT,"San Angelo, TX",0,0
2023,MAR,18,Saturday,Southwest Airlines,PDX,"Portland, OR",OAK,"Oakland, CA",0,0
2023,MAY,19,Friday,Allegiant Air,CID,"Cedar Rapids/Iowa City, IA",SFB,"Sanford, FL",0,0
2022,DEC,16,Friday,Allegiant Air,GRR,"Grand Rapids, MI",PIE,"St. Petersburg, FL",0,1
2022,DEC,4,Sunday,Southwest Airlines,BWI,"Baltimore, MD",AUS,"Austin, TX",0,0
2023,FEB,9,Thursday,JetBlue Airways,JFK,"New York, NY",PHX,"Phoenix, AZ",0,0
2022,OCT,9,Sunday,American Airlines,DFW,"Dallas/Fort Worth, TX",SBA,"Santa Barbara, CA",0,0
2023,FEB,9,Thursday,Endeavor Air,CAE,"Columbia, SC",LGA,"New York, NY",0,0
2023,JUN,3,Saturday,SkyWest Airlines,LAX,"Los Angeles, CA",SJC,"San Jose, CA",0,0
2023,APR,30,Sunday,JetBlue Airways,BOS,"Boston, MA",FLL,"Fort Lauderdale, FL",1,1
2023,MAY,11,Thursday,Southwest Airlines,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",1,1
2023,AUG,1,Tuesday,Delta Air Lines,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",0,0
2022,DEC,12,Monday,Southwest Airlines,SJC,"San Jose, CA",BOI,"Boise, ID",0,0
2022,SEP,26,Monday,Republic Airline,IAD,"Washington, DC",ORF,"Norfolk, VA",1,0
2022,NOV,27,Sunday,Southwest Airlines,BWI,"Baltimore, MD",MIA,"Miami, FL",0,0
2022,OCT,14,Friday,Endeavor Air,CVG,"Cincinnati, OH",DTW,"Detroit, MI",0,0
2023,JUL,10,Monday,Endeavor Air,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",0,0
2023,JUL,4,Tuesday,SkyWest Airlines,SFO,"San Francisco, CA",BIH,"Bishop, CA",0,0
2023,JUL,1,Saturday,Republic Airline,ORD,"Chicago, IL",ILM,"Wilmington, NC",0,0
2022,DEC,25,Sunday,American Airlines,STT,"Charlotte Amalie, VI",CLT,"Charlotte, NC",1,1
2023,APR,16,Sunday,Southwest Airlines,SJC,"San Jose, CA",PHX,"Phoenix, AZ",0,0
2023,JUN,23,Friday,Delta Air Lines,MSP,"Minneapolis, MN",SEA,"Seattle, WA",0,0
2023,MAR,30,Thursday,Southwest Airlines,LIT,"Little Rock, AR",STL,"St. Louis, MO",0,0
2022,DEC,28,Wednesday,United Air Lines,IAH,"Houston, TX",CLT,"Charlotte, NC",0,0
2023,MAR,4,Saturday,SkyWest Airlines,ATL,"Atlanta, GA",ASE,"Aspen, CO",0,0
2023,JUL,23,Sunday,Southwest Airlines,LAS,"Las Vegas, NV",LIH,"Lihue, HI",1,0
2023,MAY,6,Saturday,Delta Air Lines,IAH,"Houston, TX",ATL,"Atlanta, GA",1,1
2023,JUN,14,Wednesday,PSA Airlines,PHL,"Philadelphia, PA",MYR,"Myrtle Beach, SC",0,0
2023,AUG,31,Thursday,JetBlue Airways,JFK,"New York, NY",SFO,"San Francisco, CA",0,0
2023,JAN,27,Friday,Southwest Airlines,MDW,"Chicago, IL",IAD,"Washington, DC",1,1
2022,AUG,3,Wednesday,Spirit Air Lines,IAH,"Houston, TX",LAS,"Las Vegas, NV",0,0
2022,DEC,24,Saturday,Spirit Air Lines,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",1,1
2023,MAR,20,Monday,United Air Lines,IAD,"Washington, DC",DFW,"Dallas/Fort Worth, TX",0,0
2023,JUL,7,Friday,PSA Airlines,PHL,"Philadelphia, PA",BTV,"Burlington, VT",1,1
2023,JUN,15,Thursday,United Air Lines,DEN,"Denver, CO",RSW,"Fort Myers, FL",0,0
2022,AUG,18,Thursday,American Airlines,DFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA",0,0
2023,AUG,22,Tuesday,SkyWest Airlines,ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA",0,0
2022,SEP,6,Tuesday,Delta Air Lines,SEA,"Seattle, WA",SAN,"San Diego, CA",0,0
2022,SEP,19,Monday,Delta Air Lines,AVL,"Asheville, NC",ATL,"Atlanta, GA",1,0
2023,AUG,17,Thursday,Delta Air Lines,BOS,"Boston, MA",BNA,"Nashville, TN",0,0
2023,MAR,11,Saturday,Spirit Air Lines,TPA,"Tampa, FL",DTW,"Detroit, MI",1,1
2023,MAR,17,Friday,Alaska Airlines,SFO,"San Francisco, CA",EWR,"Newark, NJ",0,0
2022,OCT,5,Wednesday,Republic Airline,DCA,"Washington, DC",PVD,"Providence, RI",0,1
2023,AUG,28,Monday,Southwest Airlines,MDW,"Chicago, IL",BWI,"Baltimore, MD",0,0
2023,MAY,11,Thursday,Allegiant Air,SFB,"Sanford, FL",USA,"Concord, NC",1,1
2022,SEP,8,Thursday,American Airlines,SFO,"San Francisco, CA",DFW,"Dallas/Fort Worth, TX",0,0
2022,NOV,21,Monday,Delta Air Lines,MCO,"Orlando, FL",ATL,"Atlanta, GA",0,0
2023,JUN,25,Sunday,American Airlines,CLT,"Charlotte, NC",MSY,"New Orleans, LA",0,0
2023,JUN,11,Sunday,SkyWest Airlines,ASE,"Aspen, CO",ORD,"Chicago, IL",1,1
2023,JUN,23,Friday,SkyWest Airlines,ORD,"Chicago, IL",CAK,"Akron, OH",0,0
2022,NOV,26,Saturday,Delta Air Lines,ORD,"Chicago, IL",ATL,"Atlanta, GA",0,0
2022,AUG,20,Saturday,Delta Air Lines,LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT",0,0
2023,APR,1,Saturday,Southwest Airlines,SLC,"Salt Lake City, UT",PHX,"Phoenix, AZ",0,0
2023,FEB,3,Friday,SkyWest Airlines,PDX,"Portland, OR",LAX,"Los Angeles, CA",0,0
2023,MAR,25,Saturday,Southwest Airlines,SMF,"Sacramento, CA",DEN,"Denver, CO",0,0
2023,JUN,17,Saturday,Delta Air Lines,LGA,"New York, NY",IAH,"Houston, TX",0,0
2023,APR,21,Friday,SkyWest Airlines,DTW,"Detroit, MI",HPN,"White Plains, NY",0,0
2023,FEB,27,Monday,American Airlines,BOI,"Boise, ID",PHX,"Phoenix, AZ",1,0
2022,DEC,21,Wednesday,Southwest Airlines,IND,"Indianapolis, IN",DEN,"Denver, CO",0,0
2022,OCT,31,Monday,United Air Lines,DCA,"Washington, DC",ORD,"Chicago, IL",0,0
2023,MAY,7,Sunday,PSA Airlines,CLT,"Charlotte, NC",BHM,"Birmingham, AL",0,0
2022,SEP,23,Friday,Alaska Airlines,PDX,"Portland, OR",AUS,"Austin, TX",0,0
2023,AUG,26,Saturday,Southwest Airlines,MSY,"New Orleans, LA",BWI,"Baltimore, MD",0,0
2022,NOV,6,Sunday,SkyWest Airlines,SGU,"St. George, UT",PHX,"Phoenix, AZ",1,1
2023,JUN,9,Friday,SkyWest Airlines,SGF,"Springfield, MO",DFW,"Dallas/Fort Worth, TX",0,0
2023,JUN,15,Thursday,American Airlines,DFW,"Dallas/Fort Worth, TX",ORD,"Chicago, IL",0,0
2022,AUG,13,Saturday,Southwest Airlines,HOU,"Houston, TX",LAS,"Las Vegas, NV",0,0
2023,MAY,26,Friday,Southwest Airlines,BNA,"Nashville, TN",AUS,"Austin, TX",0,0
2023,FEB,23,Thursday,Southwest Airlines,CVG,"Cincinnati, OH",BWI,"Baltimore, MD",0,0
2022,AUG,14,Sunday,Delta Air Lines,ECP,"Panama City, FL",ATL,"Atlanta, GA",0,0
2023,MAY,25,Thursday,American Airlines,DFW,"Dallas/Fort Worth, TX",PIT,"Pittsburgh, PA",0,0
2022,SEP,12,Monday,SkyWest Airlines,STL,"St. Louis, MO",DEN,"Denver, CO",0,0
2023,MAY,1,Monday,Delta Air Lines,CLE,"Cleveland, OH",ATL,"Atlanta, GA",0,0
2022,SEP,2,Friday,Southwest Airlines,MSY,"New Orleans, LA",HOU,"Houston, TX",0,0
2022,AUG,8,Monday,American Airlines,DFW,"Dallas/Fort Worth, TX",MFE,"Mission/McAllen/Edinburg, TX",0,0
2022,OCT,27,Thursday,SkyWest Airlines,IAD,"Washington, DC",MSP,"Minneapolis, MN",0,0
2022,NOV,11,Friday,American Airlines,GRR,"Grand Rapids, MI",DFW,"Dallas/Fort Worth, TX",0,0
2022,SEP,11,Sunday,Delta Air Lines,RSW,"Fort Myers, FL",LGA,"New York, NY",0,0
2022,OCT,12,Wednesday,Spirit Air Lines,LAS,"Las Vegas, NV",ORD,"Chicago, IL",0,0
2022,NOV,13,Sunday,PSA Airlines,BHM,"Birmingham, AL",CLT,"Charlotte, NC",0,0
2022,SEP,28,Wednesday,Republic Airline,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",0,0
2023,MAY,23,Tuesday,Republic Airline,BNA,"Nashville, TN",DCA,"Washington, DC",0,0
2023,JUN,23,Friday,Endeavor Air,ATL,"Atlanta, GA",TYS,"Knoxville, TN",0,0
2023,APR,15,Saturday,Delta Air Lines,RSW,"Fort Myers, FL",ATL,"Atlanta, GA",0,0
2023,AUG,13,Sunday,Delta Air Lines,SLC,"Salt Lake City, UT",SAN,"San Diego, CA",0,0
2022,AUG,3,Wednesday,American Airlines,DFW,"Dallas/Fort Worth, TX",IAH,"Houston, TX",0,0
2023,MAR,17,Friday,Delta Air Lines,PHX,"Phoenix, AZ",SLC,"Salt Lake City, UT",0,0
2023,JUN,16,Friday,Delta Air Lines,ORD,"Chicago, IL",ATL,"Atlanta, GA",0,0
2023,JUL,19,Wednesday,JetBlue Airways,MCO,"Orlando, FL",LGA,"New York, NY",1,1
2023,MAY,27,Saturday,JetBlue Airways,SAV,"Savannah, GA",JFK,"New York, NY",1,0
2023,FEB,27,Monday,Delta Air Lines,SAN,"San Diego, CA",ATL,"Atlanta, GA",0,0
2022,DEC,19,Monday,Southwest Airlines,PHX,"Phoenix, AZ",DAL,"Dallas, TX",1,0
2023,FEB,21,Tuesday,Southwest Airlines,DAL,"Dallas, TX",HOU,"Houston, TX",0,0
2023,MAY,30,Tuesday,Republic Airline,PIT,"Pittsburgh, PA",DCA,"Washington, DC",0,0
2022,NOV,28,Monday,Southwest Airlines,BNA,"Nashville, TN",DTW,"Detroit, MI",1,0
2023,AUG,24,Thursday,Delta Air Lines,GRR,"Grand Rapids, MI",MSP,"Minneapolis, MN",0,0
2023,JAN,24,Tuesday,PSA Airlines,DCA,"Washington, DC",CMH,"Columbus, OH",1,1
2022,SEP,30,Friday,United Air Lines,FLL,"Fort Lauderdale, FL",ORD,"Chicago, IL",0,0
2023,AUG,22,Tuesday,SkyWest Airlines,PSP,"Palm Springs, CA",SLC,"Salt Lake City, UT",0,0
2023,MAY,2,Tuesday,Republic Airline,RIC,"Richmond, VA",LGA,"New York, NY",0,0
2022,NOV,8,Tuesday,SkyWest Airlines,OKC,"Oklahoma City, OK",ORD,"Chicago, IL",1,1
2022,NOV,11,Friday,SkyWest Airlines,SEA,"Seattle, WA",GEG,"Spokane, WA",0,0
2023,MAR,29,Wednesday,Southwest Airlines,BNA,"Nashville, TN",MCI,"Kansas City, MO",0,0
2022,AUG,16,Tuesday,Spirit Air Lines,PHL,"Philadelphia, PA",FLL,"Fort Lauderdale, FL",0,0
2022,OCT,25,Tuesday,Spirit Air Lines,IND,"Indianapolis, IN",MCO,"Orlando, FL",0,0
2022,AUG,9,Tuesday,Delta Air Lines,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1,0
2023,FEB,8,Wednesday,Southwest Airlines,LAS,"Las Vegas, NV",PDX,"Portland, OR",0,0
2023,APR,17,Monday,Southwest Airlines,AUS,"Austin, TX",SJC,"San Jose, CA",0,0
2022,AUG,14,Sunday,Southwest Airlines,AUS,"Austin, TX",BNA,"Nashville, TN",1,0
2022,DEC,6,Tuesday,Southwest Airlines,ECP,"Panama City, FL",HOU,"Houston, TX",0,0
2022,SEP,23,Friday,Delta Air Lines,IAD,"Washington, DC",SEA,"Seattle, WA",0,0
2022,AUG,24,Wednesday,Endeavor Air,LAN,"Lansing, MI",DTW,"Detroit, MI",1,1
2023,APR,13,Thursday,American Airlines,EWR,"Newark, NJ",DFW,"Dallas/Fort Worth, TX",1,1
2022,NOV,8,Tuesday,Southwest Airlines,HNL,"Honolulu, HI",LGB,"Long Beach, CA",0,0
2022,SEP,3,Saturday,Southwest Airlines,MDW,"Chicago, IL",PHX,"Phoenix, AZ",1,0
2022,SEP,25,Sunday,Spirit Air Lines,MIA,"Miami, FL",BWI,"Baltimore, MD",0,0
2023,FEB,5,Sunday,Southwest Airlines,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",0,0
2023,FEB,1,Wednesday,American Airlines,AUS,"Austin, TX",PHX,"Phoenix, AZ",1,1
2023,MAY,27,Saturday,SkyWest Airlines,FAT,"Fresno, CA",SAN,"San Diego, CA",0,0
2022,NOV,20,Sunday,Hawaiian Airlines,ITO,"Hilo, HI",HNL,"Honolulu, HI",1,1
2022,AUG,26,Friday,Spirit Air Lines,MIA,"Miami, FL",PHL,"Philadelphia, PA",0,1
2022,DEC,1,Thursday,SkyWest Airlines,SAN,"San Diego, CA",SMF,"Sacramento, CA",0,0
2022,SEP,2,Friday,American Airlines,SRQ,"Sarasota/Bradenton, FL",DFW,"Dallas/Fort Worth, TX",1,1
2022,DEC,15,Thursday,Delta Air Lines,JFK,"New York, NY",SFO,"San Francisco, CA",1,0
2023,MAR,8,Wednesday,American Airlines,RDU,"Raleigh/Durham, NC",CLT,"Charlotte, NC",0,0
2023,FEB,22,Wednesday,United Air Lines,RSW,"Fort Myers, FL",EWR,"Newark, NJ",0,0
2023,MAY,29,Monday,Republic Airline,DTW,"Detroit, MI",PHL,"Philadelphia, PA",0,0
2023,MAR,9,Thursday,Southwest Airlines,DAL,"Dallas, TX",MDW,"Chicago, IL",1,1
2022,NOV,27,Sunday,American Airlines,SFO,"San Francisco, CA",DFW,"Dallas/Fort Worth, TX",0,0
2023,APR,21,Friday,Frontier Airlines,CVG,"Cincinnati, OH",TPA,"Tampa, FL",1,1
2023,JAN,2,Monday,Delta Air Lines,ATL,"Atlanta, GA",JFK,"New York, NY",1,1
2022,NOV,3,Thursday,Southwest Airlines,MSY,"New Orleans, LA",ATL,"Atlanta, GA",0,0
2023,MAR,12,Sunday,Hawaiian Airlines,HNL,"Honolulu, HI",LIH,"Lihue, HI",1,1
2023,JUN,22,Thursday,American Airlines,ATL,"Atlanta, GA",CLT,"Charlotte, NC",0,0
2022,AUG,19,Friday,Envoy Air,SJT,"San Angelo, TX",DFW,"Dallas/Fort Worth, TX",0,0
2023,AUG,5,Saturday,Alaska Airlines,SEA,"Seattle, WA",ANC,"Anchorage, AK",0,0
2023,MAR,6,Monday,United Air Lines,HNL,"Honolulu, HI",SFO,"San Francisco, CA",0,1
2023,JAN,6,Friday,Spirit Air Lines,LAX,"Los Angeles, CA",CLE,"Cleveland, OH",1,1
2022,DEC,22,Thursday,Endeavor Air,HPN,"White Plains, NY",ATL,"Atlanta, GA",0,0
2023,MAR,12,Sunday,SkyWest Airlines,SEA,"Seattle, WA",SFO,"San Francisco, CA",0,1
2023,APR,21,Friday,Southwest Airlines,MCI,"Kansas City, MO",LGA,"New York, NY",0,0
2022,OCT,22,Saturday,Delta Air Lines,MSP,"Minneapolis, MN",BOS,"Boston, MA",1,1
2023,JAN,2,Monday,United Air Lines,GUM,"Guam, TT",HNL,"Honolulu, HI",0,0
2023,JUL,6,Thursday,Southwest Airlines,DAL,"Dallas, TX",FLL,"Fort Lauderdale, FL",0,0
2023,JAN,7,Saturday,American Airlines,DCA,"Washington, DC",MIA,"Miami, FL",0,0
2022,AUG,11,Thursday,JetBlue Airways,FLL,"Fort Lauderdale, FL",JFK,"New York, NY",1,1
2022,SEP,28,Wednesday,Delta Air Lines,JFK,"New York, NY",AUS,"Austin, TX",0,1
2023,MAY,21,Sunday,Southwest Airlines,DEN,"Denver, CO",SAN,"San Diego, CA",0,0
2023,MAR,10,Friday,United Air Lines,IAH,"Houston, TX",EWR,"Newark, NJ",0,0
2023,JUN,25,Sunday,Delta Air Lines,MSP,"Minneapolis, MN",OMA,"Omaha, NE",0,0
2023,JUN,9,Friday,Endeavor Air,RIC,"Richmond, VA",LGA,"New York, NY",0,0
2023,MAR,26,Sunday,Southwest Airlines,SJU,"San Juan, PR",MCO,"Orlando, FL",0,1
2022,AUG,20,Saturday,Alaska Airlines,MCO,"Orlando, FL",SAN,"San Diego, CA",1,1
2022,NOV,11,Friday,American Airlines,DFW,"Dallas/Fort Worth, TX",IAH,"Houston, TX",0,0
2023,APR,4,Tuesday,United Air Lines,DEN,"Denver, CO",FLL,"Fort Lauderdale, FL",0,0
2022,NOV,9,Wednesday,Republic Airline,ORF,"Norfolk, VA",ORD,"Chicago, IL",0,0
2022,OCT,17,Monday,American Airlines,DFW,"Dallas/Fort Worth, TX",PHL,"Philadelphia, PA",0,0
2023,MAY,19,Friday,Spirit Air Lines,LAX,"Los Angeles, CA",BWI,"Baltimore, MD",0,0
2023,MAR,4,Saturday,SkyWest Airlines,BNA,"Nashville, TN",ORD,"Chicago, IL",0,0
2023,JUN,22,Thursday,Delta Air Lines,DSM,"Des Moines, IA",ATL,"Atlanta, GA",0,0
2023,JUN,25,Sunday,United Air Lines,SJC,"San Jose, CA",DEN,"Denver, CO",0,0
2023,JUN,28,Wednesday,American Airlines,LAS,"Las Vegas, NV",PHL,"Philadelphia, PA",0,0
2023,JUN,2,Friday,American Airlines,PHX,"Phoenix, AZ",KOA,"Kona, HI",0,0
2022,AUG,24,Wednesday,United Air Lines,BOS,"Boston, MA",DEN,"Denver, CO",0,0
2023,JUL,16,Sunday,SkyWest Airlines,BFL,"Bakersfield, CA",PHX,"Phoenix, AZ",0,0
2022,NOV,15,Tuesday,Spirit Air Lines,BWI,"Baltimore, MD",MIA,"Miami, FL",0,0
2023,JUN,26,Monday,Southwest Airlines,SLC,"Salt Lake City, UT",PHX,"Phoenix, AZ",0,0
2023,JAN,30,Monday,Spirit Air Lines,ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL",0,0
2022,SEP,8,Thursday,Delta Air Lines,AUS,"Austin, TX",JFK,"New York, NY",0,0
2023,APR,19,Wednesday,Delta Air Lines,IND,"Indianapolis, IN",DTW,"Detroit, MI",0,0
2023,MAR,30,Thursday,Delta Air Lines,DEN,"Denver, CO",ATL,"Atlanta, GA",0,0
2022,SEP,21,Wednesday,Delta Air Lines,DTW,"Detroit, MI",ATL,"Atlanta, GA",0,0
2022,SEP,16,Friday,United Air Lines,ORD,"Chicago, IL",BUF,"Buffalo, NY",0,0
2023,MAY,26,Friday,United Air Lines,CLE,"Cleveland, OH",IAD,"Washington, DC",0,0
2023,MAY,23,Tuesday,Alaska Airlines,SAN,"San Diego, CA",AUS,"Austin, TX",0,1
2023,APR,8,Saturday,Delta Air Lines,SLC,"Salt Lake City, UT",JFK,"New York, NY",0,0
2022,AUG,29,Monday,Delta Air Lines,ATL,"Atlanta, GA",LGA,"New York, NY",0,0
2023,FEB,26,Sunday,American Airlines,SDF,"Louisville, KY",MIA,"Miami, FL",0,0
2023,MAY,4,Thursday,United Air Lines,IAD,"Washington, DC",RDU,"Raleigh/Durham, NC",0,0
2023,MAY,14,Sunday,Southwest Airlines,SJC,"San Jose, CA",LAX,"Los Angeles, CA",0,0
2023,MAR,1,Wednesday,Endeavor Air,DTW,"Detroit, MI",MDW,"Chicago, IL",0,0
2023,AUG,16,Wednesday,Delta Air Lines,LAX,"Los Angeles, CA",AUS,"Austin, TX",0,0
2022,AUG,14,Sunday,United Air Lines,SFO,"San Francisco, CA",AUS,"Austin, TX",0,0
2023,MAY,23,Tuesday,United Air Lines,PHX,"Phoenix, AZ",ORD,"Chicago, IL",0,0
2023,JUL,13,Thursday,United Air Lines,EWR,"Newark, NJ",DEN,"Denver, CO",1,0
2023,MAR,15,Wednesday,Delta Air Lines,IND,"Indianapolis, IN",ATL,"Atlanta, GA",0,0
2022,DEC,1,Thursday,Mesa Airlines,DRO,"Durango, CO",DFW,"Dallas/Fort Worth, TX",0,0
2023,MAY,20,Saturday,SkyWest Airlines,SEA,"Seattle, WA",PDX,"Portland, OR",0,0
2023,JUL,30,Sunday,SkyWest Airlines,FSD,"Sioux Falls, SD",ORD,"Chicago, IL",0,0
2022,SEP,22,Thursday,American Airlines,ORD,"Chicago, IL",BOS,"Boston, MA",1,1
2023,JUN,27,Tuesday,Delta Air Lines,TYS,"Knoxville, TN",ATL,"Atlanta, GA",0,0
2022,AUG,11,Thursday,American Airlines,PHX,"Phoenix, AZ",MSP,"Minneapolis, MN",0,0
2023,MAY,13,Saturday,Southwest Airlines,MCO,"Orlando, FL",OKC,"Oklahoma City, OK",0,1
2023,JAN,29,Sunday,American Airlines,JAX,"Jacksonville, FL",CLT,"Charlotte, NC",0,0
2022,NOV,4,Friday,American Airlines,SAN,"San Diego, CA",DFW,"Dallas/Fort Worth, TX",0,0
2022,OCT,7,Friday,Republic Airline,PHL,"Philadelphia, PA",EWR,"Newark, NJ",0,0
2023,MAY,1,Monday,Delta Air Lines,MCO,"Orlando, FL",DTW,"Detroit, MI",1,1
2023,AUG,19,Saturday,Frontier Airlines,FLL,"Fort Lauderdale, FL",ISP,"Islip, NY",1,1
2022,NOV,10,Thursday,Endeavor Air,MEM,"Memphis, TN",LGA,"New York, NY",0,0
2023,JUL,24,Monday,Southwest Airlines,DCA,"Washington, DC",PVD,"Providence, RI",0,0
2022,OCT,17,Monday,American Airlines,ORD,"Chicago, IL",MSY,"New Orleans, LA",0,0
2022,NOV,18,Friday,Southwest Airlines,LAS,"Las Vegas, NV",ORD,"Chicago, IL",0,1
2022,DEC,13,Tuesday,Delta Air Lines,CVG,"Cincinnati, OH",ATL,"Atlanta, GA",0,0
2022,DEC,26,Monday,American Airlines,AUS,"Austin, TX",DEN,"Denver, CO",0,1
2023,MAR,28,Tuesday,Delta Air Lines,SAN,"San Diego, CA",SLC,"Salt Lake City, UT",0,0
2022,OCT,25,Tuesday,Delta Air Lines,ORD,"Chicago, IL",LGA,"New York, NY",1,1
2023,APR,29,Saturday,SkyWest Airlines,BUR,"Burbank, CA",SFO,"San Francisco, CA",0,0
2022,DEC,18,Sunday,Delta Air Lines,TYS,"Knoxville, TN",ATL,"Atlanta, GA",0,0
2023,APR,2,Sunday,Delta Air Lines,SNA,"Santa Ana, CA",ATL,"Atlanta, GA",1,1
2023,AUG,11,Friday,PSA Airlines,CLT,"Charlotte, NC",CAK,"Akron, OH",0,0
2022,NOV,1,Tuesday,Southwest Airlines,CHS,"Charleston, SC",BWI,"Baltimore, MD",0,0
2023,APR,19,Wednesday,American Airlines,DFW,"Dallas/Fort Worth, TX",GEG,"Spokane, WA",0,0
2023,MAR,5,Sunday,Endeavor Air,PIT,"Pittsburgh, PA",LGA,"New York, NY",0,0
